,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
965,2.01907E+13,34.8,331.7,-70.30002,3.706,3.682,40,36,15.8,47.51
966,2.01907E+13,35.2,331.9,-70.30002,3.708,3.683,40,36,15.85,47.66
967,2.01907E+13,35.2,331.9,-70.30002,3.708,3.684,40,36,15.9,47.81
968,2.01907E+13,35.2,332.1,-70.20001,3.707,3.684,40,36,15.96,47.98
969,2.01907E+13,35.2,332.1,-70.20001,3.708,3.684,40,36,16.02,48.14
970,2.01907E+13,35.6,332.1,-70.30002,3.708,3.684,40,36,16.07,48.3
971,2.01907E+13,35.6,332.1,-70.30002,3.709,3.685,40,36,16.12,48.46
972,2.01907E+13,35.6,332.1,-70.30002,3.71,3.686,40,36,16.17,48.61
973,2.01907E+13,36,332.2,-70.30002,3.71,3.686,40,36,16.22,48.78
974,2.01907E+13,36,332.2,-70.30002,3.71,3.687,40,37,16.27,48.93
975,2.01907E+13,36,332.2,-70.20001,3.711,3.687,40,37,16.33,49.09
976,2.01907E+13,36,332.4,-70.30002,3.712,3.687,40,37,16.38,49.24
977,2.01907E+13,36.4,332.4,-70.30002,3.711,3.688,40,37,16.43,49.41
978,2.01907E+13,36.4,332.4,-70.30002,3.713,3.688,40,37,16.48,49.56
979,2.01907E+13,36.4,332.4,-70.30002,3.713,3.689,40,37,16.54,49.73
980,2.01907E+13,36.8,332.4,-70.30002,3.713,3.689,40,37,16.59,49.88
981,2.01907E+13,36.8,332.4,-70.30002,3.714,3.69,40,37,16.64,50.04
982,2.01907E+13,36.8,332.7,-70.30002,3.715,3.69,40,37,16.69,50.19
983,2.01907E+13,37.2,332.5,-70.30002,3.715,3.69,40,37,16.76,50.37
984,2.01907E+13,37.2,332.7,-70.30002,3.715,3.691,40,37,16.81,50.52
985,2.01907E+13,37.2,332.7,-70.30002,3.715,3.691,40,37,16.86,50.67
986,2.01907E+13,37.2,332.7,-70.30002,3.717,3.691,40,37,16.91,50.84
987,2.01907E+13,37.6,332.7,-70.30002,3.716,3.692,40,37,16.96,50.99
988,2.01907E+13,37.6,332.8,-70.30002,3.717,3.693,40,37,17.02,51.16
989,2.01907E+13,37.6,332.8,-70.30002,3.717,3.693,40,37,17.07,51.31
990,2.01907E+13,38,332.8,-70.30002,3.718,3.693,40,37,17.12,51.47
991,2.01907E+13,38,333,-70.30002,3.719,3.694,40,37,17.17,51.62
992,2.01907E+13,38,333,-70.30002,3.719,3.694,40,37,17.22,51.79
993,2.01907E+13,38,333,-70.30002,3.719,3.695,40,37,17.27,51.94
994,2.01907E+13,38.4,333,-70.30002,3.72,3.696,40,37,17.33,52.1
995,2.01907E+13,38.4,333,-70.30002,3.721,3.695,40,37,17.39,52.28
996,2.01907E+13,38.4,333.2,-70.30002,3.721,3.696,40,37,17.43,52.42
997,2.01907E+13,38.8,333.2,-70.30002,3.721,3.697,40,37,17.49,52.59
998,2.01907E+13,38.8,333.2,-70.20001,3.721,3.698,40,37,17.54,52.74
